"","r","Freq"
"9795","McDonnell Douglas [Boeing] MD-90-30",1
"9796","McDonnell Douglas 10 Series",3
"9797","McDonnell Douglas 10F",1
"9798","McDONNELL DOUGLAS 10F",1
"9799","McDonnell Douglas 11",2
"9800","McDonnell Douglas 11F",1
"9801","McDonnell Douglas 12",7
"9802","McDonnell Douglas 13",5
"9803","McDonnell Douglas 14",5
"9804","McDonnell Douglas 15",8
"9805","McDONNELL DOUGLAS 15",1
"9806","McDonnell Douglas 15F",5
"9807","McDonnell Douglas 20",1
"9808","McDonnell Douglas 21",8
"9809","McDonnell Douglas 27",2
"9810","McDonnell Douglas 30",13
"9811","McDONNELL DOUGLAS 30",1
"9812","McDonnell Douglas 30 AND 40",1
"9813","McDonnell Douglas 30F",2
"9814","McDONNELL DOUGLAS 30F",1
"9815","McDonnell Douglas 31",8
"9816","McDonnell Douglas 32",11
"9817","McDonnell Douglas 32F",6
"9818","McDonnell Douglas 33",7
"9819","McDonnell Douglas 33F",3
"9820","McDonnell Douglas 34",3
"9821","McDonnell Douglas 34F",1
"9822","McDonnell Douglas 40",9
"9823","McDONNELL DOUGLAS 40",1
"9824","McDonnell Douglas 40.",2
"9825","McDonnell Douglas 40F",1
"9826","McDONNELL DOUGLAS 40F",1
"9827","McDonnell Douglas 41",8
"9828","McDonnell Douglas 41.",1
"9829","McDonnell Douglas 42",3
"9830","McDonnell Douglas 43",3
"9831","McDonnell Douglas 48565",1
"9832","McDonnell Douglas 48566",1
"9833","McDonnell Douglas 48600",1
"9834","McDonnell Douglas 48601",1
"9835","McDonnell Douglas 48624",1
"9836","McDonnell Douglas 48823",1
"9837","McDonnell Douglas 50",1
"9838","McDonnell Douglas 51",4
"9839","McDonnell Douglas 51 Series",1
"9840","McDonnell Douglas 52",3
"9841","McDonnell Douglas 53",2
"9842","McDonnell Douglas 54",2
"9843","McDonnell Douglas 55",3
"9844","McDonnell Douglas 60",1
"9845","McDonnell Douglas 61",4
"9846","McDonnell Douglas 61F",7
"9847","McDonnell Douglas 62",4
"9848","McDonnell Douglas 62F",3
"9849","McDonnell Douglas 63",5
"9850","McDonnell Douglas 63F",3
"9851","McDonnell Douglas 70 DC9",1
"9852","McDonnell Douglas 70 Series DC-9 series MD80 series",1
"9853","McDonnell Douglas 717-11F",2
"9854","McDonnell Douglas 717-200",9
"9855","McDonnell Douglas 717-200 Series",1
"9856","McDonnell Douglas 717 All Series",1
"9857","McDonnell Douglas 717 series",1
"9858","McDonnell Douglas 737",1
"9859","McDonnell Douglas 747",1
"9860","McDonnell Douglas 757",1
"9861","McDonnell Douglas 767",1
"9862","McDonnell Douglas 8",1
"9863","McDonnell Douglas 82",2
"9864","McDonnell Douglas 83",4
"9865","McDonnell Douglas 83 Series",1
"9866","McDonnell Douglas 87",1
"9867","McDonnell Douglas 87 Series",1
"9868","McDonnell Douglas 88",1
"9869","McDonnell Douglas 88 (MD-88",1
"9870","McDonnell Douglas 9",3
"9871","McDonnell Douglas 93",2
"9872","McDonnell Douglas Airplanes approved for carriage of LD3 cargo containers",1
"9873","McDonnell Douglas and-51",1
"9874","McDonnell Douglas As Listed per Attachment to Licensing Agreement dtd 1",1
"9875","McDonnell Douglas B727",1
"9876","McDonnell Douglas Brownline P/N 4574201",1
"9877","McDonnell Douglas C-117",2
"9878","McDonnell Douglas C-118A",2
"9879","McDonnell Douglas C-133A",2
"9880","McDonnell Douglas C-133B",2
"9881","McDonnell Douglas C-20",2
"9882","McDonnell Douglas C-30",4
"9883","McDonnell Douglas C-40",4
"9884","McDonnell Douglas C-47 Series",1
"9885","McDonnell Douglas C-50",2
"9886","McDonnell Douglas C-54",2
"9887","McDonnell Douglas C-80",2
"9888","McDonnell Douglas C-9B",7
"9889","McDonnell Douglas CD-9-87",1
"9890","McDonnell Douglas CD-9-87 MD-88",1
"9891","McDonnell Douglas Corporation C-41A",2
"9892","McDonnell Douglas Corporation C-48",2
"9893","McDonnell Douglas Corporation C-52B",2
"9894","McDonnell Douglas Corporation C-52C",2
"9895","McDonnell Douglas Corporation C-53",2
"9896","McDonnell Douglas Corporation C-53B",2
"9897","McDonnell Douglas Corporation C-53C",2
"9898","McDonnell Douglas Corporation C-53D",2
"9899","McDonnell Douglas Corporation C-68",2
"9900","McDonnell Douglas Corporation C47A",1
"9901","McDonnell Douglas Corporation C48A",2
"9902","McDonnell Douglas Corporation C52",2
"9903","McDonnell Douglas Corporation C52A",2
"9904","McDonnell Douglas Corporation DC-10-10",2
"9905","McDonnell Douglas Corporation DC-10F",2
"9906","McDonnell Douglas Corporation DC-12",1
"9907","McDonnell Douglas Corporation DC-13",1
"9908","McDonnell Douglas Corporation DC-14",1
"9909","McDonnell Douglas Corporation DC-15",3
"9910","McDonnell Douglas Corporation DC-15F",1
"9911","McDonnell Douglas Corporation DC-20",1
"9912","McDonnell Douglas Corporation DC-21",1
"9913","McDonnell Douglas Corporation DC-30",3
"9914","McDonnell Douglas Corporation DC-30F",2
"9915","McDonnell Douglas Corporation DC-31",1
"9916","McDonnell Douglas Corporation DC-32",1
"9917","McDonnell Douglas Corporation DC-32F",1
"9918","McDonnell Douglas Corporation DC-33F",1
"9919","McDonnell Douglas Corporation DC-34",1
"9920","McDonnell Douglas Corporation DC-34F",1
"9921","McDonnell Douglas Corporation DC-40",3
"9922","McDonnell Douglas Corporation DC-40F",2
"9923","McDonnell Douglas Corporation DC-41",1
"9924","McDonnell Douglas Corporation DC-50",1
"9925","McDonnell Douglas Corporation DC-51",1
"9926","McDonnell Douglas Corporation DC-81",2
"9927","McDonnell Douglas Corporation DC-82",2
"9928","McDonnell Douglas Corporation DC-83",2
"9929","McDonnell Douglas Corporation DC-87",1
"9930","McDonnell Douglas Corporation DC-9-10",1
"9931","McDonnell Douglas Corporation DC-9-11",1
"9932","McDonnell Douglas Corporation DC-9-81 (MD-81",1
"9933","McDonnell Douglas Corporation DC3A-S1C3G (Army C-41",2
"9934","McDonnell Douglas Corporation DC3A-S1CG",1
"9935","McDonnell Douglas Corporation DC3A-SC3G",1
"9936","McDonnell Douglas Corporation DC3A-SC3G DC3A-S1CG",1
"9937","McDonnell Douglas Corporation DC3A-SCG",2
"9938","McDonnell Douglas Corporation DC3C-S4C4G (Army C47",1
"9939","McDonnell Douglas Corporation DC3C-SC3G DC3CS1C3G",1
"9940","McDonnell Douglas Corporation MD-11",1
"9941","McDonnell Douglas Corporation MD-11F",1
"9942","McDonnell Douglas Corporation MD-88",1
"9943","McDonnell Douglas Corporation MD-90-30",1
"9944","McDonnell Douglas Corporation Navy R4D-1",1
"9945","McDonnell Douglas Corporation Navy R4D-3",2
"9946","McDonnell Douglas Corporation R4D-4",2
"9947","McDonnell Douglas Corporation R4D-5",1
"9948","MCDONNELL DOUGLAS D-9-34",1
"9949","McDonnell Douglas DC- 10F",1
"9950","McDonnell Douglas DC- 73",1
"9951","McDonnell Douglas DC-10",19
"9952","McDonnell Douglas DC-10-10",113
"9953","McDONNELL DOUGLAS DC-10-10",1
"9954","McDonnell Douglas DC-10-10 DC-10-10F DC-10-15 DC-10-30 DC-10-30F DC-10-40 DC-10-40F MD-11 MD-11F",1
"9955","McDonnell Douglas DC-10-10 Series",2
"9956","McDonnell Douglas DC-10-10F",31
"9957","McDonnell Douglas DC-10-10F Series",1
"9958","McDonnell Douglas DC-10-15",26
"9959","McDonnell Douglas DC-10-15 MD-11",1
"9960","McDonnell Douglas DC-10-15 Series",1
"9961","McDonnell Douglas DC-10-30",55
"9962","McDonnell Douglas DC-10-30 (TC A22WE",1
"9963","McDonnell Douglas DC-10-30 DC-10-30F DC-10-40 DC-10-40F MD-11 MD-11F",1
"9964","McDonnell Douglas DC-10-30 Series",3
"9965","McDonnell Douglas DC-10-30F",29
"9966","McDonnell Douglas DC-10-30F (KC-10A",5
"9967","McDonnell Douglas DC-10-30F MD-11F",1
"9968","McDonnell Douglas DC-10-30F Series",1
"9969","McDonnell Douglas DC-10-40",35
"9970","McDonnell Douglas DC-10-40 DC-10-40F",1
"9971","McDonnell Douglas DC-10-40 MD11",1
"9972","McDonnell Douglas DC-10-40 Series",3
"9973","McDonnell Douglas DC-10-40F",16
"9974","McDonnell Douglas DC-10-Series",1
"9975","McDonnell Douglas DC-10 series",2
"9976","McDonnell Douglas DC-10 Series",15
"9977","McDonnell Douglas DC-10 series 10",1
"9978","McDonnell Douglas DC-10 Series 10",4
"9979","McDonnell Douglas DC-10 SERIES 10",1
"9980","McDonnell Douglas DC-10 Series 10 thru 30",1
"9981","McDonnell Douglas DC-10 Series 30",1
"9982","McDonnell Douglas DC-10 Series 40",1
"9983","McDonnell Douglas DC-10 Series All",1
"9984","McDonnell Douglas DC-10 Series: 10",1
"9985","McDonnell Douglas DC-10CF",2
"9986","McDonnell Douglas DC-10F",46
"9987","McDonnell Douglas DC-10F DC-10-15 DC-10-30",1
"9988","McDonnell Douglas DC-11",4
"9989","McDonnell Douglas DC-11F",12
"9990","McDonnell Douglas DC-11F MD10-10F",1
"9991","McDonnell Douglas DC-12",40
"9992","McDonnell Douglas DC-13",23
"9993","McDonnell Douglas DC-13 14-15",1
"9994","McDonnell Douglas DC-14",26
"9995","McDonnell Douglas DC-15",81
"9996","McDonnell Douglas DC-15F",21
"9997","McDonnell Douglas DC-20",10
"9998","McDonnell Douglas DC-21",40
"9999","McDonnell Douglas DC-3",1
"10000","McDonnell Douglas DC-30",74
"10001","McDonnell Douglas DC-30CF",3
"10002","McDonnell Douglas DC-30F",50
"10003","McDonnell Douglas DC-30F-40",1
"10004","McDonnell Douglas DC-30F (KC-10A",4
"10005","McDonnell Douglas DC-30F DC-10-40 MD-11",1
"10006","McDonnell Douglas DC-30F series",1
"10007","McDonnell Douglas DC-30F.",1
"10008","McDonnell Douglas DC-31",47
"10009","McDonnell Douglas DC-32",73
"10010","McDonnell Douglas DC-32F",37
"10011","McDonnell Douglas DC-32F (C-9A",2
"10012","McDonnell Douglas DC-32F(C-9A",1
"10013","McDonnell Douglas DC-33",17
"10014","McDonnell Douglas DC-33F",32
"10015","McDonnell Douglas DC-34",46
"10016","McDonnell Douglas DC-34CF",1
"10017","McDonnell Douglas DC-34F",31
"10018","McDonnell Douglas DC-4",2
"10019","McDonnell Douglas DC-40",63
"10020","McDonnell Douglas DC-40 -40F",1
"10021","McDonnell Douglas DC-40 F",1
"10022","McDonnell Douglas DC-40 MD-11",3
"10023","McDonnell Douglas DC-40 Series",1
"10024","McDonnell Douglas DC-40F",13
"10025","McDonnell Douglas DC-40F series",1
"10026","McDonnell Douglas DC-41",55
"10027","McDonnell Douglas DC-41 -50",1
"10028","McDonnell Douglas DC-42",16
"10029","McDonnell Douglas DC-43",16
"10030","McDonnell Douglas DC-50",9
"10031","McDonnell Douglas DC-51",61
"10032","McDonnell Douglas DC-51 series",1
"10033","McDonnell Douglas DC-52",16
"10034","McDonnell Douglas DC-53",17
"10035","McDonnell Douglas DC-54F",2
"10036","McDonnell Douglas DC-55",14
"10037","McDonnell Douglas DC-55 F-55",1
"10038","McDonnell Douglas DC-55F",1
"10039","McDonnell Douglas DC-6",3
"10040","McDonnell Douglas DC-6-91",1
"10041","McDonnell Douglas DC-60",1
"10042","McDonnell Douglas DC-61",15
"10043","McDonnell Douglas DC-61F",18
"10044","McDonnell Douglas DC-62",19
"10045","McDonnell Douglas DC-62 -62F",2
"10046","McDonnell Douglas DC-62F",19
"10047","McDonnell Douglas DC-63",24
"10048","McDonnell Douglas DC-63F",20
"10049","McDonnell Douglas DC-65",1
"10050","McDonnell Douglas DC-6A",5
"10051","McDonnell Douglas DC-6B",5
"10052","McDonnell Douglas DC-7",3
"10053","McDonnell Douglas DC-70 Series",1
"10054","McDonnell Douglas DC-71",14
"10055","McDonnell Douglas DC-71 -71F",1
"10056","McDonnell Douglas DC-71F",19
"10057","McDonnell Douglas DC-72",18
"10058","McDonnell Douglas DC-72 -72F",1
"10059","McDonnell Douglas DC-72F",19
"10060","McDonnell Douglas DC-73",17
"10061","McDonnell Douglas DC-73 -73F",1
"10062","McDonnell Douglas DC-73F",17
"10063","McDonnell Douglas DC-73F series",1
"10064","McDonnell Douglas DC-73F Series",1
"10065","McDonnell Douglas DC-7C",2
"10066","McDonnell Douglas DC-8",24
"10067","McDonnell Douglas DC-8-10 through DC-8-40 series airplanes",1
"10068","McDonnell Douglas DC-8-11",20
"10069","McDonnell Douglas DC-8-12",3
"10070","McDonnell Douglas DC-8-21",3
"10071","McDonnell Douglas DC-8-31",4
"10072","McDonnell Douglas DC-8-32",3
"10073","McDonnell Douglas DC-8-33",3
"10074","McDonnell Douglas DC-8-41",3
"10075","McDonnell Douglas DC-8-42",3
"10076","McDonnell Douglas DC-8-43",4
"10077","McDonnell Douglas DC-8-50",1
"10078","McDonnell Douglas DC-8-50/60/70 Series",1
"10079","McDonnell Douglas DC-8-51",3
"10080","McDonnell Douglas DC-8-52",3
"10081","McDonnell Douglas DC-8-53",3
"10082","McDonnell Douglas DC-8-54F",1
"10083","McDonnell Douglas DC-8-55",2
"10084","McDonnell Douglas DC-8-55 DC-8-61",1
"10085","McDonnell Douglas DC-8-55F",1
"10086","McDonnell Douglas DC-8-60",2
"10087","McDonnell Douglas DC-8-61",9
"10088","McDonnell Douglas DC-8-61-",2
"10089","McDonnell Douglas DC-8-61F",4
"10090","McDonnell Douglas DC-8-62",13
"10091","McDonnell Douglas DC-8-62F",6
"10092","McDonnell Douglas DC-8-63",6
"10093","McDonnell Douglas DC-8-63F",5
"10094","McDonnell Douglas DC-8-71",10
"10095","McDonnell Douglas DC-8-71F",4
"10096","McDonnell Douglas DC-8-72",7
"10097","McDonnell Douglas DC-8-72F",5
"10098","McDonnell Douglas DC-8-73",6
"10099","McDonnell Douglas DC-8-73F",5
"10100","McDonnell Douglas DC-8-9-10 Series",3
"10101","McDonnell Douglas DC-8 (All Models",1
"10102","McDonnell Douglas DC-8 Models",1
"10103","McDonnell Douglas DC-8 series",3
"10104","McDonnell Douglas DC-8 Series",1
"10105","McDonnell Douglas DC-8 Series ""Domestic""",2
"10106","McDonnell Douglas DC-8 Series 50",2
"10107","McDonnell Douglas DC-8 Series 61",1
"10108","McDonnell Douglas DC-8 Series Aircraft",1
"10109","McDonnell Douglas DC-8 Series All",1
"10110","McDonnell Douglas DC-80",7
"10111","McDonnell Douglas DC-80 (MD-80",1
"10112","McDonnell Douglas DC-80 Series",1
"10113","McDonnell Douglas DC-81",31
"10114","McDonnell Douglas DC-81 ( MD-81",1
"10115","McDonnell Douglas DC-81 (MD-81",3
"10116","McDonnell Douglas DC-81 (MD –81",1
"10117","McDonnell Douglas DC-82",50
"10118","McDonnell Douglas DC-83",56
"10119","McDonnell Douglas DC-83 (MD-82",1
"10120","McDonnell Douglas DC-83 Series",1
"10121","McDonnell Douglas DC-87",44
"10122","McDonnell Douglas DC-87 (MD-81",1
"10123","McDonnell Douglas DC-87 MD-88",2
"10124","McDonnell Douglas DC-87 MD-88 series",1
"10125","McDonnell Douglas DC-87. DC-10-10",1
"10126","McDonnell Douglas DC-88",2
"10127","MCDONNELL DOUGLAS DC-88",1
"10128","McDonnell Douglas DC-8F",2
"10129","McDonnell Douglas DC-8F-54",6
"10130","McDonnell Douglas DC-8F-55",3
"10131","McDonnell Douglas DC-9",45
"10132","McDonnell Douglas DC-9-10",12
"10133","McDonnell Douglas DC-9-11",41
"10134","McDonnell Douglas DC-9-12",13
"10135","McDonnell Douglas DC-9-13",13
"10136","McDonnell Douglas DC-9-14",23
"10137","McDonnell Douglas DC-9-15",22
"10138","McDonnell Douglas DC-9-15 DC-9-15F",1
"10139","McDonnell Douglas DC-9-15 Series",1
"10140","McDonnell Douglas DC-9-15F",14
"10141","McDonnell Douglas DC-9-21",21
"10142","McDonnell Douglas DC-9-30",1
"10143","McDonnell Douglas DC-9-30 Series",1
"10144","McDonnell Douglas DC-9-31",83
"10145","MCDONNELL DOUGLAS DC-9-31",1
"10146","McDonnell Douglas DC-9-31 Series",2
"10147","McDonnell Douglas DC-9-32",67
"10148","MCDONNELL DOUGLAS DC-9-32",1
"10149","McDonnell Douglas DC-9-32 ",1
"10150","McDonnell Douglas DC-9-32 Series",2
"10151","McDonnell Douglas DC-9-32F",39
"10152","MCDONNELL DOUGLAS DC-9-32F",1
"10153","McDonnell Douglas DC-9-32F (C-9A",2
"10154","McDonnell Douglas DC-9-32F DC-9-33F",1
"10155","McDonnell Douglas DC-9-32F Series",1
"10156","McDonnell Douglas DC-9-32F(C-9A",2
"10157","McDonnell Douglas DC-9-33",6
"10158","McDonnell Douglas DC-9-33F",38
"10159","MCDONNELL DOUGLAS DC-9-33F",1
"10160","McDonnell Douglas DC-9-34",49
"10161","McDonnell Douglas DC-9-34 Series",1
"10162","McDonnell Douglas DC-9-34F",30
"10163","MCDONNELL DOUGLAS DC-9-34F",1
"10164","McDonnell Douglas DC-9-34F DC-9-41",1
"10165","McDonnell Douglas DC-9-41",56
"10166","MCDONNELL DOUGLAS DC-9-41",1
"10167","McDonnell Douglas DC-9-51",52
"10168","MCDONNELL DOUGLAS DC-9-51",1
"10169","McDonnell Douglas DC-9-51 Series",1
"10170","McDonnell Douglas DC-9-80 (MD-80",1
"10171","McDonnell Douglas DC-9-80 (TC A6WE",1
"10172","McDonnell Douglas DC-9-80 Series",2
"10173","McDonnell Douglas DC-9-81",63
"10174","MCDONNELL DOUGLAS DC-9-81",1
"10175","McDonnell Douglas DC-9-81 (MD-81",38
"10176","McDonnell Douglas DC-9-81 DC-9-82 DC-9-83 DC-9-87 MD-88 MD-90-30",1
"10177","McDonnell Douglas DC-9-81 Series",2
"10178","McDonnell Douglas DC-9-81(MD-81",9
"10179","McDonnell Douglas DC-9-82",48
"10180","MCDONNELL DOUGLAS DC-9-82",1
"10181","McDonnell Douglas DC-9-82 (MD-82",6
"10182","McDonnell Douglas DC-9-82 Series",2
"10183","McDonnell Douglas DC-9-82( MD - 82",1
"10184","McDonnell Douglas DC-9-83",35
"10185","MCDONNELL DOUGLAS DC-9-83",1
"10186","McDonnell Douglas DC-9-83 (MD-83",2
"10187","McDonnell Douglas DC-9-83 Series",3
"10188","McDonnell Douglas DC-9-87",25
"10189","MCDONNELL DOUGLAS DC-9-87",1
"10190","McDonnell Douglas DC-9-87 (MD-87",1
"10191","McDonnell Douglas DC-9-87 MD-88",1
"10192","McDonnell Douglas DC-9-87 Series",3
"10193","McDonnell Douglas DC-9-87(MD-87",1
"10194","McDonnell Douglas DC-9-87.",1
"10195","McDonnell Douglas DC-9-88",1
"10196","McDonnell Douglas DC-9 -15F",1
"10197","McDonnell Douglas DC-9 (All Models",1
"10198","McDonnell Douglas DC-9 (TC A6WE",1
"10199","McDonnell Douglas DC-9 all series",2
"10200","McDonnell Douglas DC-9 Models",1
"10201","McDonnell Douglas DC-9 series",6
"10202","McDonnell Douglas DC-9 Series",5
"10203","McDonnell Douglas DC-9 Series -10",1
"10204","McDonnell Douglas DC-9 series 11",2
"10205","McDonnell Douglas DC-9 Series 50",1
"10206","McDonnell Douglas DC-9 Series 80 (MD-80",1
"10207","McDonnell Douglas DC-9 series MD-80 series",1
"10208","McDonnell Douglas DC-910/-30/-50",1
"10209","McDonnell Douglas DC-F-55",2
"10210","McDonnell Douglas DC-MD-11",1
"10211","McDonnell Douglas DC - 10 -10",1
"10212","McDonnell Douglas DC - 9 - 82 ( MD - 82 ",1
"10213","McDonnell Douglas DC -10F",1
"10214","McDonnell Douglas DC -30",1
"10215","McDonnell Douglas DC -30F",1
"10216","McDonnell Douglas DC 9-80 Series",1
"10217","McDonnell Douglas DC10",5
"10218","McDonnell Douglas DC10-10",4
"10219","MCDONNELL DOUGLAS DC10-10",1
"10220","McDonnell Douglas DC10-15",1
"10221","MCDONNELL DOUGLAS DC10-15",1
"10222","McDonnell Douglas DC10-30",5
"10223","MCDONNELL DOUGLAS DC10-30",1
"10224","McDonnell Douglas DC10-30CF",1
"10225","McDonnell Douglas DC10-30CF SERIES",1
"10226","McDonnell Douglas DC10-30F",1
"10227","McDonnell Douglas DC10-30F (KC-10A",1
"10228","McDonnell Douglas DC10-40",1
"10229","MCDONNELL DOUGLAS DC10-40",1
"10230","McDonnell Douglas DC10-40F",1
"10231","McDonnell Douglas DC10 -10",2
"10232","McDonnell Douglas DC10 -10F",2
"10233","McDonnell Douglas DC10 -15",2
"10234","McDonnell Douglas DC10 -30",2
"10235","McDonnell Douglas DC10 -30F",2
"10236","McDonnell Douglas DC10 -30F.",1
"10237","McDonnell Douglas DC10 -30F. MD-11. MD-11F.",1
"10238","McDonnell Douglas DC10 -40",2
"10239","McDonnell Douglas DC10 -40F. MD10 -10F",2
"10240","McDonnell Douglas DC10 series",1
"10241","MCDONNELL DOUGLAS DC3C-S1C3G",1
"10242","MCDONNELL DOUGLAS DC3C-S4C4G",1
"10243","MCDONNELL DOUGLAS DC3D-R-1830-90C",1
"10244","McDonnell Douglas DC8",4
"10245","McDonnell Douglas DC8-31",1
"10246","MCDONNELL DOUGLAS DC8-43",3
"10247","McDonnell Douglas DC8-50",1
"10248","McDonnell Douglas DC8-50/60/70 Series",1
"10249","MCDONNELL DOUGLAS DC8-53",3
"10250","MCDONNELL DOUGLAS DC8-54F",3
"10251","MCDONNELL DOUGLAS DC8-71",1
"10252","MCDONNELL DOUGLAS DC8-71F",1
"10253","MCDONNELL DOUGLAS DC8-72",1
"10254","MCDONNELL DOUGLAS DC8-72F",1
"10255","MCDONNELL DOUGLAS DC8-73",1
"10256","MCDONNELL DOUGLAS DC8-73F",1
"10257","McDonnell Douglas DC8 60",1
"10258","McDonnell Douglas DC8 60/70",1
"10259","McDonnell Douglas DC8 DC9 DC10 series",1
"10260","McDonnell Douglas DC8 series",1
"10261","McDonnell Douglas DC9",8
"10262","McDonnell Douglas DC9-10",1
"10263","McDonnell Douglas DC9-11",10
"10264","MCDONNELL DOUGLAS DC9-11",4
"10265","MCDONNELL DOUGLAS DC9-12",4
"10266","MCDONNELL DOUGLAS DC9-13",4
"10267","McDonnell Douglas DC9-14",10
"10268","MCDONNELL DOUGLAS DC9-14",4
"10269","McDonnell Douglas DC9-15",11
"10270","MCDONNELL DOUGLAS DC9-15",4
"10271","McDonnell Douglas DC9-15F",10
"10272","MCDONNELL DOUGLAS DC9-15F",4
"10273","McDonnell Douglas DC9-21",10
"10274","MCDONNELL DOUGLAS DC9-21",3
"10275","McDonnell Douglas DC9-30",1
"10276","McDonnell Douglas DC9-31",11
"10277","MCDONNELL DOUGLAS DC9-31",10
"10278","McDonnell Douglas DC9-32",10
"10279","MCDONNELL DOUGLAS DC9-32",8
"10280","McDonnell Douglas DC9-32F",11
"10281","MCDONNELL DOUGLAS DC9-32F",10
"10282","McDonnell Douglas DC9-33F",10
